variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable17,variable18,variable19,classLabel
a,1783,11,u,g,x,h,1,t,t,11,f,g,0,3000,0,NA,1,yes.
a,2283,229,u,g,q,h,229,t,t,7,t,g,140,2384,1400000,t,1,yes.
b,1375,4.00E-04,y,p,W,v,175,t,t,2,t,g,120,1000,1200000,NA,1,yes.
a,41,204,y,p,q,h,125,t,t,23,t,g,455,1236,4550000,NA,1,yes.
b,2308,115,u,g,W,h,2125,t,t,11,t,g,290,284,2900000,NA,1,yes.
b,2017,5625,u,g,W,v,171,t,f,0,f,s,120,0,1200000,NA,1,yes.
a,5008,1254,u,g,aa,v,229,t,t,3,t,g,156,0,1560000,NA,1,yes.
b,27,7.50E-04,u,g,c,h,425,t,t,3,t,g,312,150,3120000,t,1,yes.
b,3817,10125,u,g,x,v,25,t,t,6,f,g,520,196,5200000,t,1,yes.
b,27,15,y,p,W,v,375,t,f,0,t,g,260,1065,2600000,NA,1,yes.
b,4117,404,u,g,cc,h,7,t,t,8,f,g,320,0,3200000,t,1,yes.
a,6517,14,u,g,ff,ff,0,t,t,11,t,g,0,1400,0,NA,1,yes.
b,3758,0,NA,NA,NA,NA,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
b,2325,15,u,g,q,v,2375,t,t,3,t,g,0,582,0,NA,1,yes.
b,2183,11,u,g,x,v,29,t,t,6,f,g,121,0,1210000,NA,1,yes.
b,26,1.00E-04,u,g,q,v,175,t,f,0,t,g,280,0,2800000,NA,1,yes.
b,3167,8.30E-04,u,g,x,v,1335,t,t,8,t,g,303,3290,3030000,t,1,yes.
a,4983,13585,u,g,k,h,85,t,f,0,t,g,0,0,0,NA,1,yes.
a,4742,8.00E-04,u,g,e,bb,65,t,t,6,f,g,375,51100,3750000,t,1,yes.
b,5133,1,u,g,i,bb,0,t,t,11,f,g,0,1249,0,NA,1,yes.
a,1892,9.00E-04,u,g,aa,v,75,t,t,2,f,g,88,591,880000,NA,1,yes.
a,2842,35,u,g,W,v,835,t,f,0,f,s,280,0,2800000,f,1,yes.
b,5675,1225,u,g,m,v,125,t,t,4,t,g,200,0,2.00E+06,NA,1,yes.
a,5842,21,u,g,i,bb,10,t,t,13,f,g,0,6700,0,NA,1,yes.
b,4833,12,u,g,m,v,16,t,f,0,f,s,110,0,1100000,f,1,yes.
b,3317,1.00E-04,u,g,x,v,75,t,t,7,t,g,340,4071,3400000,NA,1,yes.
a,2242,5665,u,g,q,v,2585,t,t,7,f,g,129,3257,1290000,t,1,yes.
a,1883,954,u,g,aa,v,85,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,4858,2.05E-03,y,p,k,v,25,t,t,11,f,g,380,2732,3800000,NA,1,yes.
b,2675,1125,u,g,x,h,125,t,f,0,f,g,0,5298,0,f,1,yes.
b,6408,2,u,g,x,h,175,t,t,9,t,g,0,1000,0,t,1,yes.
b,2017,925,u,g,c,v,1665,t,t,3,t,g,40,28,4.00E+05,NA,1,yes.
b,2567,125,u,g,cc,v,121,t,t,67,t,g,140,258,1400000,NA,1,yes.
b,2267,105,u,g,q,h,1335,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,3133,195,u,g,c,v,7,t,t,16,f,g,0,5000,0,t,1,yes.
b,5642,28,y,p,c,v,285,t,t,40,f,g,0,15,0,t,1,yes.
a,2475,125,u,g,aa,v,15,t,t,12,t,g,120,567,1200000,NA,1,yes.
a,2408,5.00E-05,u,g,q,h,125,t,t,1,f,g,0,678,0,NA,1,yes.
b,2833,5.00E-04,u,g,W,v,11,t,f,0,t,g,70,0,7.00E+05,f,1,yes.
a,2692,135,u,g,q,h,5,t,t,2,f,g,0,5000,0,NA,1,yes.
b,2767,1375,u,g,W,v,575,t,f,0,t,g,487,500,4870000,NA,1,yes.
b,3867,2.10E-04,u,g,k,v,85,t,f,0,t,g,280,0,2800000,f,1,yes.
a,3217,146,u,g,W,v,1085,t,t,16,f,g,120,2079,1200000,NA,1,yes.
b,3267,55,u,g,q,h,55,t,t,12,t,g,408,1000,4080000,t,1,yes.
b,4875,85,u,g,c,h,125,t,t,9,f,g,181,1655,1810000,t,1,yes.
b,21,479,y,p,W,v,225,t,t,1,t,g,80,300,8.00E+05,NA,1,yes.
b,4817,7625,u,g,W,h,155,t,t,12,f,g,0,790,0,NA,1,yes.
b,3933,5875,u,g,cc,h,10,t,t,14,t,g,399,0,3990000,t,1,yes.
a,2508,254,y,p,aa,v,25,t,f,0,t,g,370,0,3700000,NA,1,yes.
b,2325,4.00E-04,u,g,c,bb,25,t,f,0,t,g,160,0,1600000,NA,1,yes.
a,3067,12,u,g,c,v,2,t,t,1,f,g,220,19,2200000,NA,1,yes.
b,1917,0,y,p,m,bb,0,f,f,0,t,s,500,1,5.00E+06,NA,1,yes.
NA,2008,1.25E-03,u,g,q,v,1,f,t,1,f,g,240,768,2400000,t,1,yes.
b,3667,325,u,g,q,h,9,t,f,0,t,g,102,639,1020000,NA,1,yes.
b,2317,11125,u,g,x,h,46,t,t,1,f,g,100,0,1.00E+06,t,1,yes.
a,1583,5.85E-03,u,g,c,h,15,t,t,2,f,g,100,0,1.00E+06,t,1,yes.
b,1608,7.50E-04,u,g,c,v,175,t,t,5,t,g,352,690,3520000,t,1,yes.
a,47,13,u,g,i,bb,5165,t,t,9,t,g,0,0,0,t,1,yes.
a,7158,0,NA,NA,NA,NA,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,2125,2335,u,g,i,bb,5,t,t,4,f,s,80,0,8.00E+05,NA,1,yes.
b,6542,11,u,g,e,z,20,t,t,7,t,g,22,0,220000,NA,1,yes.
b,205,2415,u,g,c,v,2,t,t,11,t,g,200,3000,2.00E+06,NA,1,yes.
b,5592,115,u,g,ff,ff,5,t,t,5,f,g,0,8851,0,NA,1,yes.
b,3492,25,u,g,W,v,0,t,f,0,t,g,239,200,2390000,f,1,yes.
b,5658,185,u,g,d,bb,15,t,t,17,t,g,0,0,0,t,1,yes.
b,2517,6.00E-04,u,g,c,v,1,t,t,3,f,g,0,0,0,NA,1,yes.
b,2508,171,u,g,x,v,1665,t,t,1,t,g,395,20,3950000,NA,1,yes.
b,5783,704,u,g,m,v,14,t,t,6,t,g,360,1332,3600000,NA,1,yes.
b,3492,5.00E-04,u,g,x,h,75,t,t,6,t,g,0,1000,0,NA,1,yes.
b,3358,275,u,g,m,v,425,t,t,6,f,g,204,0,2040000,NA,1,yes.
a,2292,11585,u,g,cc,v,4,t,f,0,f,g,80,1349,8.00E+05,NA,1,yes.
a,245,5.00E-05,u,g,q,h,15,t,f,0,f,g,280,824,2800000,NA,1,yes.
b,2025,996,u,g,e,dd,0,t,f,0,f,g,0,0,0,NA,1,yes.
b,185,2.00E-04,u,g,i,v,15,t,t,2,f,g,120,300,1200000,NA,1,yes.
b,2517,35,u,g,cc,v,625,t,t,7,f,g,0,7059,0,t,1,yes.
b,4433,5.00E-05,u,g,i,h,5,t,f,0,t,g,320,0,3200000,NA,1,yes.
b,1808,55,u,g,k,v,5,t,f,0,f,g,80,0,8.00E+05,NA,1,yes.
a,6058,165,u,g,q,v,11,t,f,0,t,g,21,10561,210000,NA,1,yes.
b,415,154,u,g,i,bb,35,f,f,0,f,g,216,0,2160000,NA,1,yes.
a,2575,5.00E-05,u,g,c,h,875,t,f,0,t,g,491,0,4910000,NA,1,yes.
b,2925,1479,u,g,aa,v,504,t,t,5,t,g,168,0,1680000,t,1,yes.
a,36,1.00E-04,u,g,c,v,2,t,t,11,f,g,0,456,0,t,1,yes.
b,3167,16165,u,g,d,v,3,t,t,9,f,g,250,730,2500000,t,1,yes.
b,6008,145,u,g,ff,ff,18,t,t,15,t,g,0,1000,0,t,1,yes.
b,2233,11,u,g,W,v,2,t,t,1,f,g,80,278,8.00E+05,NA,1,yes.
b,40,65,u,g,aa,bb,35,t,t,1,f,g,0,500,0,NA,1,yes.
b,3517,25125,u,g,x,h,1625,t,t,1,t,g,515,500,5150000,NA,1,yes.
b,4133,0,u,g,c,bb,15,t,f,0,f,g,0,0,0,NA,1,yes.
a,2075,10335,u,g,cc,h,335,t,t,1,t,g,80,50,8.00E+05,t,1,yes.
b,3208,4.00E-04,u,g,m,v,25,t,f,0,t,g,360,0,3600000,NA,1,yes.
b,NA,4.00E-04,u,g,x,v,5,t,t,3,t,g,290,2279,2900000,t,1,yes.
b,2392,15,u,g,d,h,1875,t,t,6,f,g,200,327,2.00E+06,t,1,yes.
a,2325,5875,u,g,q,v,317,t,t,10,f,g,120,245,1200000,NA,1,yes.
a,4667,4.60E-04,u,g,cc,h,415,t,t,11,t,g,440,6,4400000,NA,1,yes.
a,25,1233,u,g,cc,h,35,t,t,6,f,g,400,458,4.00E+06,t,1,yes.
b,255,3.75E-03,u,g,m,v,25,t,t,3,f,g,260,15108,2600000,t,1,yes.
a,1875,75,u,g,q,v,271,t,t,5,f,g,NA,26726,NA,t,1,yes.
a,235,9.00E-04,u,g,q,v,85,t,t,5,t,g,120,0,1200000,t,1,yes.
b,3417,917,u,g,c,v,45,t,t,12,t,g,0,221,0,NA,1,yes.
b,2783,154,u,g,W,v,375,t,t,5,t,g,100,3,1.00E+06,NA,1,yes.
a,3675,5125,u,g,e,v,5,t,f,0,t,g,0,4000,0,f,1,yes.
a,4725,7.50E-04,u,g,q,h,275,t,t,1,f,g,333,892,3330000,NA,1,yes.
a,3367,3.75E-03,u,g,cc,v,375,f,f,0,f,g,300,44,3.00E+06,NA,1,yes.
b,45,85,u,g,cc,h,14,t,t,1,t,g,88,2000,880000,t,1,yes.
b,3317,104,u,g,r,h,65,t,f,0,t,g,164,31285,1640000,NA,1,yes.
a,25,8.75E-03,u,g,x,h,104,t,f,0,t,g,160,5860,1600000,f,1,yes.
b,2667,175,y,p,c,v,1,t,t,5,t,g,160,5777,1600000,NA,1,yes.
b,485,425,u,g,m,v,125,t,f,0,t,g,225,0,2250000,NA,1,yes.
b,3742,204,u,g,W,v,4,t,f,0,t,g,400,5800,4.00E+06,NA,1,yes.
b,18,1.65E-03,u,g,q,n,21,f,f,0,f,g,200,40,2.00E+06,f,1,yes.
a,565,16,u,g,j,ff,0,t,t,15,f,g,0,247,0,t,1,yes.
b,2575,5.00E-05,u,g,c,v,146,t,t,5,t,g,312,0,3120000,t,1,yes.
a,2258,1075,u,g,q,v,415,t,t,5,t,g,0,560,0,NA,1,yes.
b,3317,304,y,p,c,h,204,t,t,1,t,g,180,18027,1800000,t,1,yes.
b,32,175,y,p,e,h,4,t,f,0,t,g,393,0,3930000,NA,1,yes.
a,4083,1,u,g,q,h,175,t,f,0,f,g,29,837,290000,NA,1,yes.
b,5967,154,u,g,q,v,125,t,f,0,t,g,260,0,2600000,f,1,yes.
b,425,4915,y,p,W,v,3165,t,f,0,t,g,52,1442,520000,NA,1,yes.
a,2808,15,y,p,e,z,0,t,f,0,f,g,0,13212,0,NA,1,yes.
a,3775,55,u,g,q,v,125,t,f,0,t,g,228,0,2280000,f,1,yes.
b,5392,9625,u,g,e,v,8665,t,t,5,f,g,0,0,0,NA,1,yes.
b,4767,2.90E-04,u,g,c,bb,15,t,t,20,f,g,0,15000,0,t,1,yes.
b,2325,1.00E-04,u,g,c,v,835,t,f,0,f,s,300,0,3.00E+06,f,1,yes.
b,2267,254,y,p,c,h,2585,t,f,0,f,g,0,0,0,f,1,yes.
b,5458,9415,u,g,ff,ff,14415,t,t,11,t,g,30,300,3.00E+05,NA,1,yes.
b,3425,3.00E-04,u,g,cc,h,7415,t,f,0,t,g,0,0,0,NA,1,yes.
b,2758,204,y,p,aa,v,2,t,t,3,t,g,370,560,3700000,NA,1,yes.
a,46,4.00E-04,u,g,j,j,0,t,f,0,f,g,100,960,1.00E+06,NA,1,yes.
a,6092,5.00E-04,u,g,aa,v,4,t,t,4,f,g,0,99,0,t,1,yes.
a,4742,3.00E-04,u,g,x,v,13875,t,t,2,t,g,519,1704,5190000,NA,1,yes.
b,3733,65,u,g,m,h,425,t,t,12,t,g,93,0,930000,NA,1,yes.
a,2558,0,NA,NA,NA,NA,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,2042,8.35E-03,u,g,q,v,1585,t,t,1,f,g,0,0,0,t,1,yes.
a,4417,6665,u,g,q,v,7375,t,t,3,t,g,0,0,0,t,1,yes.
b,3475,15,u,g,r,n,5375,t,t,9,t,g,0,134,0,NA,1,yes.
b,205,1,y,p,c,v,25,t,f,0,f,s,40,0,4.00E+05,NA,1,yes.
b,2267,1.65E-03,u,g,c,j,225,f,f,0,t,s,0,0,0,NA,1,yes.
b,2208,8.30E-04,u,g,c,h,2165,f,f,0,t,g,128,0,1280000,NA,1,yes.
b,4283,4625,u,g,q,v,458,t,f,0,f,s,0,0,0,NA,1,yes.
a,1892,925,y,p,c,v,1,t,t,4,t,g,80,500,8.00E+05,t,1,yes.
a,2067,3.00E-04,u,g,q,v,165,t,t,3,f,g,100,6,1.00E+06,NA,1,yes.
a,3233,5.40E-04,u,g,cc,v,4,t,f,0,f,g,440,11177,4400000,f,1,yes.
b,2892,15,u,g,c,h,5335,t,t,11,f,g,0,2283,0,NA,1,yes.
a,5283,15,u,g,c,v,55,t,t,14,f,g,0,2200,0,NA,1,yes.
a,2067,1835,u,g,q,v,2085,t,t,5,f,g,220,2503,2200000,NA,1,yes.
b,3625,5.00E-04,u,g,c,bb,25,t,t,6,f,g,0,367,0,NA,1,yes.
a,2033,1,u,g,c,h,1,t,t,4,f,g,50,1465,5.00E+05,NA,1,yes.
b,2575,7.50E-04,u,g,c,bb,25,t,f,0,f,g,349,23,3490000,f,1,yes.
a,2817,3.75E-03,u,g,q,v,585,t,t,4,f,g,80,0,8.00E+05,t,1,yes.
b,2392,6.65E-03,u,g,c,v,165,f,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,56,125,u,g,k,h,8,t,f,0,t,g,24,2028,240000,NA,1,yes.
a,2075,1025,u,g,q,v,71,t,t,2,t,g,49,0,490000,t,1,yes.
a,305,65,u,g,c,bb,4,t,t,7,t,g,0,3065,0,t,1,yes.
a,4583,105,u,g,q,v,5,t,t,7,t,g,0,0,0,t,1,yes.
b,39,5.00E-04,u,g,cc,v,35,t,t,10,t,g,0,0,0,t,1,yes.
b,2208,11,u,g,cc,v,665,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,2825,5125,u,g,x,v,475,t,t,2,f,g,420,7,4200000,NA,1,yes.
a,1883,4415,y,p,c,h,3,t,f,0,f,g,240,0,2400000,f,1,yes.
a,2867,104,u,g,c,v,25,t,t,5,t,g,300,1430,3.00E+06,NA,1,yes.
a,225,846,y,p,x,v,246,f,f,0,f,g,164,0,1640000,f,1,yes.
b,NA,105,u,g,x,v,65,t,f,0,f,g,0,0,0,f,1,yes.
a,285,304,y,p,x,h,254,t,t,1,f,g,70,0,7.00E+05,NA,1,yes.
b,1917,95,u,g,W,v,15,t,f,0,f,g,120,2206,1200000,NA,1,yes.
a,215,6.00E-04,u,g,aa,v,25,t,t,3,f,g,80,918,8.00E+05,t,1,yes.
b,175,22,l,gg,ff,o,0,f,f,0,t,p,450,100000,4500000,f,1,yes.
b,2667,271,y,p,cc,v,525,t,t,1,f,g,211,0,2110000,NA,1,yes.
b,3442,425,u,g,i,bb,325,t,t,2,f,g,274,610,2740000,t,1,yes.
b,7342,1775,u,g,ff,ff,0,t,f,0,t,g,0,0,0,f,1,yes.
a,23,1175,u,g,x,h,5,t,t,2,t,g,300,551,3.00E+06,NA,1,yes.
b,2308,25,u,g,c,v,1085,t,t,11,t,g,60,2184,6.00E+05,NA,1,yes.
b,1942,65,u,g,W,h,146,t,t,7,f,g,80,2954,8.00E+05,t,1,yes.
b,2333,11625,y,p,W,v,835,t,f,0,t,g,160,300,1600000,NA,1,yes.
b,4217,504,u,g,q,h,1275,t,f,0,t,g,92,0,920000,NA,1,yes.
b,2125,15,u,g,W,v,15,f,f,0,f,g,150,8,1500000,NA,1,yes.
b,3417,525,u,g,W,v,85,f,f,0,t,g,290,6,2900000,NA,1,yes.
a,4775,8.00E-04,u,g,c,v,7875,t,t,6,t,g,0,1260,0,t,1,yes.
a,4433,0,u,g,c,v,25,t,f,0,f,g,0,0,0,NA,1,yes.
b,395,425,u,g,c,bb,65,t,t,16,f,g,117,1210,1170000,t,1,yes.
a,4117,65,u,g,q,v,5,t,t,3,t,g,145,0,1450000,NA,1,yes.
b,2992,1835,u,g,c,h,4335,t,f,0,f,g,260,200,2600000,f,1,yes.
b,2317,0,NA,NA,NA,NA,0,f,f,0,f,p,NA,0,NA,f,1,yes.
b,3517,25,u,g,k,v,45,t,t,7,f,g,150,1270,1500000,t,1,yes.
a,1917,8585,u,g,cc,h,75,t,t,7,f,g,96,0,960000,NA,1,yes.
b,525,65,u,g,k,v,629,t,t,15,f,g,0,11202,0,t,1,yes.
b,3992,621,u,g,q,v,4,t,t,1,f,g,200,300,2.00E+06,t,1,yes.
b,2133,105,u,g,c,v,3,t,f,0,t,g,0,0,0,NA,1,yes.
a,3575,9.15E-03,u,g,aa,v,75,t,t,4,f,g,0,1583,0,t,1,yes.
b,6775,55,u,g,e,z,13,t,t,1,t,g,0,0,0,t,1,yes.
b,3267,9.00E-04,y,p,W,h,525,t,f,0,t,g,154,0,1540000,f,1,yes.
b,495,7585,u,g,i,bb,7585,t,t,15,t,g,0,5000,0,t,1,yes.
b,21,3.00E-04,y,p,d,v,1085,t,t,8,t,g,160,1,1600000,t,1,yes.
b,2825,8.75E-03,u,g,m,v,96,t,t,3,t,g,396,0,3960000,t,1,yes.
b,3417,154,u,g,cc,v,154,t,t,1,t,g,520,50000,5200000,NA,1,yes.
b,3192,446,u,g,cc,h,604,t,t,3,f,g,311,300,3110000,NA,1,yes.
a,295,4.60E-04,u,g,k,v,54,t,t,4,f,g,380,500,3800000,NA,1,yes.
b,2317,0,u,g,cc,v,85,t,f,0,f,g,0,0,0,f,1,yes.
a,1808,3.75E-03,l,gg,cc,ff,10,f,f,0,t,s,300,0,3.00E+06,f,1,yes.
a,2475,3.00E-04,u,g,q,h,1835,t,t,19,f,g,0,500,0,NA,1,yes.
a,2083,3.00E-04,u,g,aa,v,4,t,f,0,f,g,100,0,1.00E+06,f,1,yes.
b,28,2.00E-04,u,g,k,h,4165,t,t,2,t,g,181,0,1810000,NA,1,yes.
b,2042,1835,u,g,c,v,225,t,t,1,f,g,100,150,1.00E+06,NA,1,yes.
b,2867,9335,u,g,q,h,5665,t,t,6,f,g,381,168,3810000,t,1,yes.
b,2192,5.40E-04,y,p,x,v,4,t,t,1,t,g,840,59,8400000,t,1,yes.
b,4325,3.00E-04,u,g,q,h,6,t,t,11,f,g,80,0,8.00E+05,NA,1,yes.
b,2042,7.00E-04,u,g,c,v,1625,t,t,3,f,g,200,1391,2.00E+06,NA,1,yes.
b,42,2.05E-03,u,g,i,h,5125,t,f,0,f,g,400,0,4.00E+06,NA,1,yes.
a,2342,7.90E-04,y,p,q,v,15,t,t,2,t,g,80,400,8.00E+05,NA,1,yes.
a,2517,2875,u,g,x,h,875,t,f,0,f,g,360,0,3600000,NA,1,yes.
b,2483,275,u,g,c,v,225,t,t,6,f,g,NA,600,NA,NA,1,yes.
NA,245,1275,u,g,c,bb,475,t,t,2,f,g,73,444,730000,NA,1,yes.
b,375,1125,y,p,d,v,15,f,f,0,t,g,431,0,4310000,NA,1,yes.
b,3675,1.25E-03,y,p,c,v,15,f,f,0,t,g,232,113,2320000,f,1,yes.
b,2825,504,y,p,c,bb,15,t,t,8,t,g,144,7,1440000,t,1,yes.
b,3275,15,u,g,cc,h,55,t,t,3,t,g,0,0,0,t,1,yes.
a,1783,11,u,g,x,h,1,t,t,11,f,g,0,3000,0,NA,1,yes.
a,2283,229,u,g,q,h,229,t,t,7,t,g,140,2384,1400000,t,1,yes.
b,1375,4.00E-04,y,p,W,v,175,t,t,2,t,g,120,1000,1200000,NA,1,yes.
a,41,204,y,p,q,h,125,t,t,23,t,g,455,1236,4550000,NA,1,yes.
b,2308,115,u,g,W,h,2125,t,t,11,t,g,290,284,2900000,NA,1,yes.
b,2017,5625,u,g,W,v,171,t,f,0,f,s,120,0,1200000,NA,1,yes.
a,5008,1254,u,g,aa,v,229,t,t,3,t,g,156,0,1560000,NA,1,yes.
b,27,7.50E-04,u,g,c,h,425,t,t,3,t,g,312,150,3120000,t,1,yes.
b,3817,10125,u,g,x,v,25,t,t,6,f,g,520,196,5200000,t,1,yes.
b,27,15,y,p,W,v,375,t,f,0,t,g,260,1065,2600000,NA,1,yes.
b,4117,404,u,g,cc,h,7,t,t,8,f,g,320,0,3200000,t,1,yes.
a,6517,14,u,g,ff,ff,0,t,t,11,t,g,0,1400,0,NA,1,yes.
b,3758,0,NA,NA,NA,NA,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
b,2325,15,u,g,q,v,2375,t,t,3,t,g,0,582,0,NA,1,yes.
b,2183,11,u,g,x,v,29,t,t,6,f,g,121,0,1210000,NA,1,yes.
b,26,1.00E-04,u,g,q,v,175,t,f,0,t,g,280,0,2800000,NA,1,yes.
b,3167,8.30E-04,u,g,x,v,1335,t,t,8,t,g,303,3290,3030000,t,1,yes.
a,4983,13585,u,g,k,h,85,t,f,0,t,g,0,0,0,NA,1,yes.
a,4742,8.00E-04,u,g,e,bb,65,t,t,6,f,g,375,51100,3750000,t,1,yes.
b,5133,1,u,g,i,bb,0,t,t,11,f,g,0,1249,0,NA,1,yes.
a,1892,9.00E-04,u,g,aa,v,75,t,t,2,f,g,88,591,880000,NA,1,yes.
a,2842,35,u,g,W,v,835,t,f,0,f,s,280,0,2800000,f,1,yes.
b,5675,1225,u,g,m,v,125,t,t,4,t,g,200,0,2.00E+06,NA,1,yes.
a,5842,21,u,g,i,bb,10,t,t,13,f,g,0,6700,0,NA,1,yes.
b,4833,12,u,g,m,v,16,t,f,0,f,s,110,0,1100000,f,1,yes.
b,3317,1.00E-04,u,g,x,v,75,t,t,7,t,g,340,4071,3400000,NA,1,yes.
a,2242,5665,u,g,q,v,2585,t,t,7,f,g,129,3257,1290000,t,1,yes.
a,1883,954,u,g,aa,v,85,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,4858,2.05E-03,y,p,k,v,25,t,t,11,f,g,380,2732,3800000,NA,1,yes.
b,2675,1125,u,g,x,h,125,t,f,0,f,g,0,5298,0,f,1,yes.
b,6408,2,u,g,x,h,175,t,t,9,t,g,0,1000,0,t,1,yes.
b,2017,925,u,g,c,v,1665,t,t,3,t,g,40,28,4.00E+05,NA,1,yes.
b,2567,125,u,g,cc,v,121,t,t,67,t,g,140,258,1400000,NA,1,yes.
b,2267,105,u,g,q,h,1335,t,f,0,f,g,100,0,1.00E+06,NA,1,yes.
b,3133,195,u,g,c,v,7,t,t,16,f,g,0,5000,0,t,1,yes.
b,5642,28,y,p,c,v,285,t,t,40,f,g,0,15,0,t,1,yes.
a,2475,125,u,g,aa,v,15,t,t,12,t,g,120,567,1200000,NA,1,yes.
a,2408,5.00E-05,u,g,q,h,125,t,t,1,f,g,0,678,0,NA,1,yes.
b,2833,5.00E-04,u,g,W,v,11,t,f,0,t,g,70,0,7.00E+05,f,1,yes.
a,2692,135,u,g,q,h,5,t,t,2,f,g,0,5000,0,NA,1,yes.
b,2767,1375,u,g,W,v,575,t,f,0,t,g,487,500,4870000,NA,1,yes.
b,3867,2.10E-04,u,g,k,v,85,t,f,0,t,g,280,0,2800000,f,1,yes.
a,3217,146,u,g,W,v,1085,t,t,16,f,g,120,2079,1200000,NA,1,yes.
b,3267,55,u,g,q,h,55,t,t,12,t,g,408,1000,4080000,t,1,yes.
b,4875,85,u,g,c,h,125,t,t,9,f,g,181,1655,1810000,t,1,yes.
b,21,479,y,p,W,v,225,t,t,1,t,g,80,300,8.00E+05,NA,1,yes.
b,4817,7625,u,g,W,h,155,t,t,12,f,g,0,790,0,NA,1,yes.
b,3933,5875,u,g,cc,h,10,t,t,14,t,g,399,0,3990000,t,1,yes.
a,2508,254,y,p,aa,v,25,t,f,0,t,g,370,0,3700000,NA,1,yes.
b,2325,4.00E-04,u,g,c,bb,25,t,f,0,t,g,160,0,1600000,NA,1,yes.
a,3067,12,u,g,c,v,2,t,t,1,f,g,220,19,2200000,NA,1,yes.
b,1917,0,y,p,m,bb,0,f,f,0,t,s,500,1,5.00E+06,NA,1,yes.
NA,2008,1.25E-03,u,g,q,v,1,f,t,1,f,g,240,768,2400000,t,1,yes.
b,3667,325,u,g,q,h,9,t,f,0,t,g,102,639,1020000,NA,1,yes.
b,2317,11125,u,g,x,h,46,t,t,1,f,g,100,0,1.00E+06,t,1,yes.
a,1583,5.85E-03,u,g,c,h,15,t,t,2,f,g,100,0,1.00E+06,t,1,yes.
b,1608,7.50E-04,u,g,c,v,175,t,t,5,t,g,352,690,3520000,t,1,yes.
a,47,13,u,g,i,bb,5165,t,t,9,t,g,0,0,0,t,1,yes.
a,7158,0,NA,NA,NA,NA,0,f,f,0,f,p,NA,0,NA,NA,1,yes.
a,2125,2335,u,g,i,bb,5,t,t,4,f,s,80,0,8.00E+05,NA,1,yes.
b,6542,11,u,g,e,z,20,t,t,7,t,g,22,0,220000,NA,1,yes.
b,205,2415,u,g,c,v,2,t,t,11,t,g,200,3000,2.00E+06,NA,1,yes.
b,5592,115,u,g,ff,ff,5,t,t,5,f,g,0,8851,0,NA,1,yes.
b,3492,25,u,g,W,v,0,t,f,0,t,g,239,200,2390000,f,1,yes.
b,5658,185,u,g,d,bb,15,t,t,17,t,g,0,0,0,t,1,yes.
b,2517,6.00E-04,u,g,c,v,1,t,t,3,f,g,0,0,0,NA,1,yes.
b,2508,171,u,g,x,v,1665,t,t,1,t,g,395,20,3950000,NA,1,yes.
b,5783,704,u,g,m,v,14,t,t,6,t,g,360,1332,3600000,NA,1,yes.
b,3492,5.00E-04,u,g,x,h,75,t,t,6,t,g,0,1000,0,NA,1,yes.
b,3358,275,u,g,m,v,425,t,t,6,f,g,204,0,2040000,NA,1,yes.
a,2292,11585,u,g,cc,v,4,t,f,0,f,g,80,1349,8.00E+05,NA,1,yes.
a,245,5.00E-05,u,g,q,h,15,t,f,0,f,g,280,824,2800000,NA,1,yes.
b,2025,996,u,g,e,dd,0,t,f,0,f,g,0,0,0,NA,1,yes.
b,185,2.00E-04,u,g,i,v,15,t,t,2,f,g,120,300,1200000,NA,1,yes.
b,2517,35,u,g,cc,v,625,t,t,7,f,g,0,7059,0,t,1,yes.
b,4433,5.00E-05,u,g,i,h,5,t,f,0,t,g,320,0,3200000,NA,1,yes.
b,1808,55,u,g,k,v,5,t,f,0,f,g,80,0,8.00E+05,NA,1,yes.
a,6058,165,u,g,q,v,11,t,f,0,t,g,21,10561,210000,NA,1,yes.
b,415,154,u,g,i,bb,35,f,f,0,f,g,216,0,2160000,NA,1,yes.
a,2575,5.00E-05,u,g,c,h,875,t,f,0,t,g,491,0,4910000,NA,1,yes.
b,2925,1479,u,g,aa,v,504,t,t,5,t,g,168,0,1680000,t,1,yes.
a,36,1.00E-04,u,g,c,v,2,t,t,11,f,g,0,456,0,t,1,yes.
b,3167,16165,u,g,d,v,3,t,t,9,f,g,250,730,2500000,t,1,yes.
b,6008,145,u,g,ff,ff,18,t,t,15,t,g,0,1000,0,t,1,yes.
b,2233,11,u,g,W,v,2,t,t,1,f,g,80,278,8.00E+05,NA,1,yes.
b,40,65,u,g,aa,bb,35,t,t,1,f,g,0,500,0,NA,1,yes.
b,3517,25125,u,g,x,h,1625,t,t,1,t,g,515,500,5150000,NA,1,yes.
b,4133,0,u,g,c,bb,15,t,f,0,f,g,0,0,0,NA,1,yes.
a,2075,10335,u,g,cc,h,335,t,t,1,t,g,80,50,8.00E+05,t,1,yes.
